word;sentiment
salida;tristeza
dependencia;tristeza
deplorable;tristeza
deplorar;tristeza
deportar;tristeza
deportacion;tristeza
depravado;tristeza
depreciado;tristeza
deprimir;tristeza
Deprimido;tristeza
deprimente;tristeza
depresion;tristeza
depresivo;tristeza
privacion;tristeza
humillacion;tristeza
despectivo;tristeza
descendencia;tristeza
profanacion;tristeza
Desierto;tristeza
abandonado;tristeza
soledad;tristeza
desesperacion;tristeza
desesperado;tristeza
despotismo;tristeza
destino;tristeza
indigente;tristeza
destruido;tristeza
destruyendo;tristeza
detenido;tristeza
detencion;tristeza
deteriorarse;tristeza
deteriorado;tristeza
deterioro;tristeza
devastar;tristeza
devastador;tristeza
devastacion;tristeza
desviacion;tristeza
diablo;tristeza
dictadura;tristeza
NO TRANSLATION;tristeza
dificultades;tristeza
dificultad;tristeza
arruinado;tristeza
disminuir;tristeza
NO TRANSLATION;tristeza
discapacidad;tristeza
inhabilitar;tristeza
discapacitado;tristeza
en desacuerdo;tristeza
desacuerdo;tristeza
no permitido;tristeza
decepcionar;tristeza
decepcionado;tristeza
decepcionante;tristeza
decepcion;tristeza
desaprobacion;tristeza
desaprobar;tristeza
desaprobado;tristeza
desaprobacion;tristeza
desastre;tristeza
desastroso;tristeza
descolorado;tristeza
incomodidad;tristeza
desconectar;tristeza
desconectado;tristeza
descontento;tristeza
discontinuidad;tristeza
desalentar;tristeza
discriminar;tristeza
discriminacion;tristeza
enfermedad;tristeza
enfermo;tristeza
incorporeo;tristeza
desfigurado;tristeza
desgracia;tristeza
NO TRANSLATION;tristeza
descontento;tristeza
asco;tristeza
desalentado;tristeza
desalentador;tristeza
deshonesto;tristeza
deshonra;tristeza
desilusion;tristeza
disgustado;tristeza
dislocado;tristeza
triste;tristeza
consternacion;tristeza
desmembramiento;tristeza
despido;tristeza
menospreciar;tristeza
despectivo;tristeza
disparidad;tristeza
desapasionado;tristeza
disipar;tristeza
desplazado;tristeza
disgustado;tristeza
desposeido;tristeza
descalificado;tristeza
descalificar;tristeza
irrespetuoso;tristeza
deservicio;tristeza
disolucion;tristeza
loco;tristeza
angustia;tristeza
disturbio;tristeza
perturbado;tristeza
divorcio;tristeza
zona de las calmas ecuatoriales;tristeza
limosna;tristeza
NO TRANSLATION;tristeza
dominacion;tristeza
condenado;tristeza
Dia del Juicio Final;tristeza
duda;tristeza
caida;tristeza
monotono;tristeza
terrible;tristeza
horrorosamente;tristeza
triste;tristeza
ahogar;tristeza
drogado;tristeza
aburrido;tristeza
deshecho;tristeza
coaccion;tristeza
empequeñecido;tristeza
moribundo;tristeza
disenteria;tristeza
terremoto;tristeza
eliminacion;tristeza
demacrado;tristeza
avergonzar;tristeza
vergüenza;tristeza
embolia;tristeza
emergencia;tristeza
vacio;tristeza
gravamen;tristeza
endemico;tristeza
interminable;tristeza
endocarditis;tristeza
enemistad;tristeza
esclavizado;tristeza
enredado;tristeza
epidemia;tristeza
epitafio;tristeza
error;tristeza
evitar;tristeza
estima;tristeza
eutanasia;tristeza
evanescencia;tristeza
evasion;tristeza
desalojar;tristeza
desalojo;tristeza
mal;tristeza
excluido;tristeza
Excluyendo;tristeza
exclusion;tristeza
ejecucion;tristeza
verdugo;tristeza
agotado;tristeza
agotamiento;tristeza
exilio;tristeza
exorcismo;tristeza
expulsar;tristeza
expirar;tristeza
explotar;tristeza
expulsion;tristeza
exterminar;tristeza
extinto;tristeza
defecto;tristeza
fracaso;tristeza
desmayo;tristeza
desleal;tristeza
otoño;tristeza
que cae;tristeza
hambruna;tristeza
rapido;tristeza
grasa;tristeza
fatal;tristeza
fatalidad;tristeza
fatigado;tristeza
graso;tristeza
culpa;tristeza
temeroso;tristeza
con miedo;tristeza
debil;tristeza
sensacion;tristeza
cayo;tristeza
feudalismo;tristeza
flacido;tristeza
falla;tristeza
lana;tristeza
retroceder;tristeza
azotar;tristeza
fracaso;tristeza
platija;tristeza
prohibir;tristeza
anular una hipoteca;tristeza
perder;tristeza
perdida;tristeza
olvidado;tristeza
abandonado;tristeza
abandonar;tristeza
abandonado;tristeza
fortaleza;tristeza
fragil;tristeza
fragilidad;tristeza
tenso;tristeza
raido;tristeza
asustar;tristeza
espantoso;tristeza
fruncir el ceño;tristeza
ceñudo;tristeza
infructuoso;tristeza
frustrar;tristeza
fugitivo;tristeza
funeral;tristeza
canguelo;tristeza
surco;tristeza
furia;tristeza
escandalo;tristeza
futil;tristeza
horca;tristeza
geriatrico;tristeza
ghetto;tristeza
oscuridad;tristeza
melancolico;tristeza
sombrio;tristeza
gonorrea;tristeza
sangre;tristeza
sangriento;tristeza
tumba;tristeza
gris;tristeza
dolor;tristeza
queja;tristeza
afligirse;tristeza
grave;tristeza
severo;tristeza
gemido;tristeza
conectado a tierra;tristeza
gruñon;tristeza
guillotina;tristeza
culpa;tristeza
culpable;tristeza
credulo;tristeza
demacrado;tristeza
cabestro;tristeza
vacilante;tristeza
tendon de la corva;tristeza
Desventaja;tristeza
colgando;tristeza
privacion;tristeza
perjudicial;tristeza
acosar;tristeza
odio;tristeza
odioso;tristeza
odio;tristeza
obsesionado;tristeza
coche funebre;tristeza
angustia;tristeza
cruel;tristeza
infierno;tristeza
infernal;tristeza
indefenso;tristeza
impotencia;tristeza
hemorragia;tristeza
ermitaño;tristeza
horrible;tristeza
estorbador;tristeza
canoso;tristeza
farsa;tristeza
obrero temporal;tristeza
hueco;tristeza
holocausto;tristeza
sin hogar;tristeza
nostalgico;tristeza
homicidio;tristeza
honesto;tristeza
sin esperanza;tristeza
desesperacion;tristeza
horrible;tristeza
horrendo;tristeza
horripilante;tristeza
horror;tristeza
horrores;tristeza
hospicio;tristeza
hospital;tristeza
aullido;tristeza
humilde;tristeza
humillado;tristeza
farsante;tristeza
humillar;tristeza
humillacion;tristeza
cazador;tristeza
herir;tristeza
hiriente;tristeza
lastimando;tristeza
choza;tristeza
hidrocefalia;tristeza
himno;tristeza
idiotez;tristeza
enfermo;tristeza
ilegal;tristeza
ilegitimo;tristeza
enfermedad;tristeza
inmoral;tristeza
imposible;tristeza
impotencia;tristeza
encarcelado;tristeza
prision;tristeza
imprudente;tristeza
incapacidad;tristeza
inadecuado;tristeza
inapropiado;tristeza
encarcelamiento;tristeza
en caso;tristeza
incesto;tristeza
ingresos;tristeza
incompatible;tristeza
incompetente;tristeza
inconsecuente;tristeza
desconsiderado;tristeza
inconveniente;tristeza
incriminacion;tristeza
incurable;tristeza
indiferencia;tristeza
indigente;tristeza
ineficacia;tristeza
ineficiente;tristeza
ineptitud;tristeza
desigualdad;tristeza
inexcusable;tristeza
infamia;tristeza
infanticidio;tristeza
infeccioso;tristeza
inferior;tristeza
esterilidad;tristeza
infidelidad;tristeza
infligir;tristeza
imposicion;tristeza
inhibir;tristeza
inhospito;tristeza
inhumano;tristeza
inhumanidad;tristeza
hostil;tristeza
lesionar;tristeza
lesionado;tristeza
perjudicial;tristeza
lesion;tristeza
locura;tristeza
inseguro;tristeza
insignificante;tristeza
insolvencia;tristeza
insolvente;tristeza
insulto;tristeza
insultante;tristeza
insuperable;tristeza
enterrar;tristeza
interceder;tristeza
entierro;tristeza
interrumpido;tristeza
intervencion;tristeza
intolerante;tristeza
invadir;tristeza
invasor;tristeza
invalido;tristeza
irreconciliable;tristeza
irreparable;tristeza
irritacion;tristeza
aislar;tristeza
aislado;tristeza
aislamiento;tristeza
carcel;tristeza
discorde;tristeza
celos;tristeza
jurisprudencia;tristeza
perrera;tristeza
secuestrar;tristeza
matar;tristeza
asesinato;tristeza
toque de difuntos;tristeza
trabajado;tristeza
cordon;tristeza
rezagado;tristeza
lamento;tristeza
lamentandose;tristeza
deslizamiento de tierra;tristeza
languideciendo;tristeza
tarde;tristeza
demanda judicial;tristeza
flojo;tristeza
salir;tristeza
lepra;tristeza
lesbiana;tristeza
letal;tristeza
letargo;tristeza
leucemia;tristeza
mentira;tristeza
sin vida;tristeza
limitado;tristeza
espiritu;tristeza
apatico;tristeza
litigar;tristeza
NO TRANSLATION;tristeza
solitario;tristeza
soledad;tristeza
solitario;tristeza
solitario;tristeza
anhelo;tristeza
perder;tristeza
perdiendo;tristeza
perdida;tristeza
perdio;tristeza
encantador;tristeza
inferior;tristeza
mas bajo;tristeza
humilde;tristeza
locura;tristeza
lozano;tristeza
linchar;tristeza
enojado;tristeza
malestar;tristeza
malaria;tristeza
malevolo;tristeza
malicioso;tristeza
malignidad;tristeza
mutilar;tristeza
homicidio involuntario;tristeza
margen;tristeza
martir;tristeza
martirio;tristeza
masacre;tristeza
mausoleo;tristeza
sin sentido;tristeza
sarampion;tristeza
manso;tristeza
melancolico;tristeza
melancolia;tristeza
melodrama;tristeza
fusion de un reactor;tristeza
monumentos conmemorativos;tristeza
milicia;tristeza
aborto espontaneo;tristeza
miserable;tristeza
tristemente;tristeza
miseria;tristeza
desgracia;tristeza
percance;tristeza
tergiversacion;tristeza
desaparecido;tristeza
Error;tristeza
malentendido;tristeza
gemido;tristeza
burlon;tristeza
acoso;tristeza
monzon;tristeza
temperamental;tristeza
morbido;tristeza
morbosidad;tristeza
morgue;tristeza
moribundo;tristeza
mortalidad;tristeza
mortificacion;tristeza
mortuorio;tristeza
madre;tristeza
llorar;tristeza
triste;tristeza
luto;tristeza
jarra;tristeza
asesinato;tristeza
asesino;tristeza
asesino;tristeza
turbio;tristeza
musica;tristeza
musical;tristeza
mutilacion;tristeza
miopia;tristeza
servilleta;tristeza
asqueroso;tristeza
nauseabundo;tristeza
necesidad;tristeza
vil;tristeza
negativo;tristeza
descuidado;tristeza
negro;tristeza
nepotismo;tristeza
inferior;tristeza
neuralgia;tristeza
neurosis;tristeza
NO TRANSLATION;tristeza
absurdo;tristeza
lazo;tristeza
nada;tristeza
entumecimiento;tristeza
nutritivo;tristeza
obesidad;tristeza
obituario;tristeza
obituario;tristeza
obliterar;tristeza
obliteracion;tristeza
desagradable;tristeza
obstaculo;tristeza
rareza;tristeza
ofendido;tristeza
delincuente;tristeza
ofensa;tristeza
mayor;tristeza
oneroso;tristeza
opera;tristeza
opio;tristeza
oprimir;tristeza
opresion;tristeza
opresivo;tristeza
opresor;tristeza
orquesta;tristeza
huerfano;tristeza
expulsar;tristeza
explosion;tristeza
paria;tristeza
ovacion;tristeza
atrasado;tristeza
sobrecarga;tristeza
demasiado caro;tristeza
abrumado;tristeza
debido;tristeza
dolor;tristeza
dolorido;tristeza
doloroso;tristeza
penosamente;tristeza
paralisis;tristeza
pandemia;tristeza
paralisis;tristeza
paralizado;tristeza
NO TRANSLATION;tristeza
de despedida;tristeza
patetico;tristeza
escasez;tristeza
pobre;tristeza
penal;tristeza
pena;tristeza
penitencia;tristeza
pensativo;tristeza
perdicion;tristeza
peligro;tristeza
peligroso;tristeza
perecer;tristeza
perecio;tristeza
pereciendo;tristeza
pernicioso;tristeza
autor;tristeza
perplejidad;tristeza
persecucion;tristeza
perversion;tristeza
pesimismo;tristeza
pesimista;tristeza
pino;tristeza
piadoso;tristeza
trampa;tristeza
lastima;tristeza
Plaga;tristeza
lastimero;tristeza
peticion;tristeza
situacion;tristeza
saquear;tristeza
caza furtiva;tristeza
inutil;tristeza
veneno;tristeza
envenenado;tristeza
venenoso;tristeza
polio;tristeza
postumo;tristeza
pobreza;tristeza
impotente;tristeza
precario;tristeza
sacerdocio;tristeza
prision;tristeza
prisionero;tristeza
libertad condicional;tristeza
problema;tristeza
procesion;tristeza
progresion;tristeza
enjuiciar;tristeza
prostitucion;tristeza
psicosis;tristeza
puñetazo;tristeza
castigado;tristeza
agotador;tristeza
punitivo;tristeza
tranquilo;tristeza
rabioso;tristeza
estante;tristeza
lluvioso;tristeza
violacion;tristeza
clasificacion;tristeza
voraz;tristeza
recesion;tristeza
reincidencia;tristeza
refugiado;tristeza
rechazado;tristeza
lamentar;tristeza
lamentable;tristeza
arrepentido;tristeza
lamentando;tristeza
rechazar;tristeza
rechazo;tristeza
rechaza;tristeza
recaida;tristeza
reliquias;tristeza
descuidado;tristeza
remordimiento;tristeza
retirar;tristeza
reprimir;tristeza
represalia;tristeza
reproche;tristeza
requiem;tristeza
resentimiento;tristeza
Renunciar;tristeza
resignacion;tristeza
resignado;tristeza
resistiendo;tristeza
restringir;tristeza
restriccion;tristeza
retardar;tristeza
Jubilacion;tristeza
venganza;tristeza
revocar;tristeza
revolucion;tristeza
revolver;tristeza
reumatismo;tristeza
ridiculo;tristeza
robar;tristeza
robo;tristeza
romance;tristeza
putrefaccion;tristeza
escombros;tristeza
ruda;tristeza
ruina;tristeza
arruinado;tristeza
ruinoso;tristeza
rumor;tristeza
huir;tristeza
ruptura;tristeza
sabotaje;tristeza
sacrificios;tristeza
tristemente;tristeza
tristeza;tristeza
santificar;tristeza
savia;tristeza
sarcasmo;tristeza
sarcoma;tristeza
saborear;tristeza
cicatriz;tristeza
escaso;tristeza
apenas;tristeza
escasez;tristeza
esquizofrenia;tristeza
regaño;tristeza
azotar;tristeza
scrapie;tristeza
aislado;tristeza
sedicion;tristeza
segregar;tristeza
senil;tristeza
sin sentido;tristeza
frase;tristeza
septicemia;tristeza
secuestro;tristeza
gravedad;tristeza
servil;tristeza
retrasar;tristeza
ruptura;tristeza
choza;tristeza
encadenar;tristeza
vergüenza;tristeza
vergonzoso;tristeza
romper;tristeza
destrozada;tristeza
cascara;tristeza
naufragio;tristeza
temblar;tristeza
escasez;tristeza
Disparo;tristeza
grito;tristeza
encogimiento;tristeza
sudario;tristeza
rehuir;tristeza
enfermos;tristeza
nauseabundo;tristeza
enfermizo;tristeza
enfermedad;tristeza
NO TRANSLATION;tristeza
pecaminoso;tristeza
canta;tristeza
pecador;tristeza
hermandad;tristeza
patinar;tristeza
sacrificio;tristeza
matadero;tristeza
matanza;tristeza
esclavo;tristeza
esclavitud;tristeza
asesino;tristeza
lento;tristeza
depresion;tristeza
calumnia;tristeza
herir;tristeza
bufido;tristeza
NO TRANSLATION;tristeza
socialista;tristeza
soldado;tristeza
sombrio;tristeza
soneto;tristeza
sordido;tristeza
dolorido;tristeza
muy;tristeza
dolor;tristeza
dolor;tristeza
triste;tristeza
sin alma;tristeza
azotar;tristeza
espectro;tristeza
especulacion;tristeza
solterona;tristeza
terrible;tristeza
aleron;tristeza
esguince;tristeza
chubasco;tristeza
puñalada;tristeza
estancado;tristeza
inanicion;tristeza
robar;tristeza
esteril;tristeza
sofocado;tristeza
estigma;tristeza
nacido muerto;tristeza
quietud;tristeza
tacaño;tristeza
escatimar;tristeza
estrangular;tristeza
camilla;tristeza
afligido;tristeza
tira;tristeza
despojado;tristeza
lucha;tristeza
sometido;tristeza
subyugacion;tristeza
hundimiento;tristeza
subvertir;tristeza
demandar;tristeza
victima;tristeza
sufrimiento;tristeza
sofocante;tristeza
suicida;tristeza
suicidio;tristeza
hosco;tristeza
hundido;tristeza
reprimir;tristeza
cirugia;tristeza
Rendicion;tristeza
rendirse;tristeza
novio;tristeza
simpatico;tristeza
compadecerse;tristeza
simpatia;tristeza
sincope;tristeza
mancha;tristeza
deslustre;tristeza
pulla;tristeza
impuesto;tristeza
lloroso;tristeza
molestar;tristeza
tempestad;tristeza
terminal;tristeza
Terminar;tristeza
terminacion;tristeza
terrible;tristeza
terriblemente;tristeza
estupendo;tristeza
terrorismo;tristeza
terrorista;tristeza
aterrorizar;tristeza
robo;tristeza
teocratico;tristeza
ladron;tristeza
sed;tristeza
movimiento de piernas;tristeza
trillar;tristeza
palpitar;tristeza
timido;tristeza
tolerar;tristeza
tumba;tristeza
tormento;tristeza
tortura;tristeza
quisquilloso;tristeza
dificil;tristeza
tragedia;tristeza
traidor;tristeza
vagabundo;tristeza
basura;tristeza
traumatico;tristeza
parodia;tristeza
traicion;tristeza
tratar;tristeza
temblor;tristeza
tribulacion;tristeza
astucia;tristeza
tropezar;tristeza
tumor;tristeza
confusion;tristeza
tirania;tristeza
tirano;tristeza
fealdad;tristeza
ulcera;tristeza
ultimo;tristeza
incapaz;tristeza
inaceptable;tristeza
inexplicable;tristeza
no reconocido;tristeza
incapturable;tristeza
no atractivo;tristeza
inaguantable;tristeza
invicto;tristeza
indiferente;tristeza
poco pagado;tristeza
enterrador;tristeza
indeseable;tristeza
no deseado;tristeza
eterno;tristeza
inquietud;tristeza
deseducado;tristeza
desempleados;tristeza
desigual;tristeza
inexplicado;tristeza
injusto;tristeza
injusticia;tristeza
desfavorable;tristeza
implacable;tristeza
desgraciado;tristeza
antipatico;tristeza
incumplido;tristeza
impio;tristeza
infelicidad;tristeza
infeliz;tristeza
insalubre;tristeza
sin importancia;tristeza
no inspirado;tristeza
desinteresado;tristeza
poco interesante;tristeza
no invitado;tristeza
cruel;tristeza
ilegal;tristeza
desafortunado;tristeza
no pagado;tristeza
desagradable;tristeza
impopular;tristeza
inedito;tristeza
no correspondido;tristeza
disturbios;tristeza
insatisfecho;tristeza
estar a pie;tristeza
fracasado;tristeza
intitulado;tristeza
molesto;tristeza
indispuesto;tristeza
convulsion;tristeza
trastornado;tristeza
urna;tristeza
vanamente;tristeza
desaparecido;tristeza
varicela;tristeza
ternera;tristeza
vegetativo;tristeza
vendetta;tristeza
victima;tristeza
victimizado;tristeza
violacion;tristeza
violencia;tristeza
violentamente;tristeza
votar;tristeza
vulgaridad;tristeza
vulnerabilidad;tristeza
gofre;tristeza
gemido;tristeza
revolcarse por;tristeza
NO TRANSLATION;tristeza
menguar;tristeza
falto;tristeza
guerra;tristeza
deformacion;tristeza
antieconomico;tristeza
debilitante;tristeza
enclenque;tristeza
cansado;tristeza
cansancio;tristeza
cansado;tristeza
malas hierbas;tristeza
llorar;tristeza
llanto;tristeza
peso;tristeza
gemido;tristeza
gimoteo;tristeza
Vdo;tristeza
viudo;tristeza
desierto;tristeza
fuego fatuo;tristeza
deliberado;tristeza
debil;tristeza
contraerse de dolor;tristeza
victorioso;tristeza
brujeria;tristeza
retirar;tristeza
marchitar;tristeza
afliccion;tristeza
lamentable;tristeza
lamentablemente;tristeza
pasado;tristeza
preocupado;tristeza
preocupacion;tristeza
preocupante;tristeza
peor;tristeza
empeorando;tristeza
sin valor;tristeza
herida;tristeza
pelea;tristeza
ruina;tristeza
destrozado;tristeza
desgraciado;tristeza
desdichado;tristeza
arrugado;tristeza
marcha mala;tristeza
ilegal;tristeza
erroneamente;tristeza
abandono;sorpresa
secuestro;sorpresa
abrupto;sorpresa
accidente;sorpresa
accidental;sorpresa
accidentalmente;sorpresa
espaldarazo;sorpresa
avanzar;sorpresa
afrenta;sorpresa
espantado;sorpresa
alarma;sorpresa
alarmante;sorpresa
vigilancia;sorpresa
alertas;sorpresa
seducir;sorpresa
asombro;sorpresa
asombro;sorpresa
espantosamente;sorpresa
emboscada;sorpresa
angel;sorpresa
angustia;sorpresa
anomalia;sorpresa
aparicion;sorpresa
aplausos;sorpresa
art;sorpresa
aspiracion;sorpresa
atacar;sorpresa
evaluacion;sorpresa
NO TRANSLATION;sorpresa
asombro;sorpresa
agresor;sorpresa
avalancha;sorpresa
premio;sorpresa
explosion;sorpresa
petardo;sorpresa
traicionar;sorpresa
desconcertado;sorpresa
desconcierto;sorpresa
cumpleaños;sorpresa
extraño;sorpresa
explosion;sorpresa
bendiciones;sorpresa
venda;sorpresa
bombardeo aereo;sorpresa
matanza;sorpresa
bomba;sorpresa
prima;sorpresa
descanso;sorpresa
aclarar;sorpresa
dolar;sorpresa
burlesco;sorpresa
cable;sorpresa
cadaver;sorpresa
camuflaje;sorpresa
NO TRANSLATION;sorpresa
sincero;sorpresa
cautivar;sorpresa
carniceria;sorpresa
catastrofe;sorpresa
captura;sorpresa
celebracion;sorpresa
celebridad;sorpresa
ceremonia;sorpresa
oportunidad;sorpresa
cambiable;sorpresa
cantar;sorpresa
animar;sorpresa
alegre;sorpresa
apreciar;sorpresa
critica;sorpresa
quimera;sorpresa
risita;sorpresa
clamor;sorpresa
climax;sorpresa
payaso;sorpresa
coincidencia;sorpresa
compensar;sorpresa
complemento;sorpresa
NO TRANSLATION;sorpresa
excusado;sorpresa
confesion;sorpresa
conjurar;sorpresa
golpe;sorpresa
choque;sorpresa
crema;sorpresa
crescendo;sorpresa
coronamiento;sorpresa
curiosidad;sorpresa
ciclon;sorpresa
demonio;sorpresa
amanecer;sorpresa
acuerdo;sorpresa
muerte;sorpresa
engaño;sorpresa
señuelo;sorpresa
desafiar;sorpresa
Encantado;sorpresa
diluvio;sorpresa
destino;sorpresa
detonar;sorpresa
devastacion;sorpresa
diferentemente;sorpresa
NO TRANSLATION;sorpresa
desastre;sorpresa
consternacion;sorpresa
despido;sorpresa
ruptura;sorpresa
disolucion;sorpresa
angustia;sorpresa
disturbio;sorpresa
divergente;sorpresa
desviacion;sorpresa
divorcio;sorpresa
delfin;sorpresa
horrorosamente;sorpresa
dinamica;sorpresa
ansioso;sorpresa
terremoto;sorpresa
extatico;sorpresa
eyaculacion;sorpresa
electrico;sorpresa
elusivo;sorpresa
vergüenza;sorpresa
abrazo;sorpresa
emergencia;sorpresa
encantar;sorpresa
animar;sorpresa
entretener;sorpresa
entretenido;sorpresa
entretenido;sorpresa
entretenimiento;sorpresa
entusiasmo;sorpresa
entusiasta;sorpresa
epidemia;sorpresa
erotico;sorpresa
erratico;sorpresa
estallar;sorpresa
erupcion;sorpresa
evanescencia;sorpresa
examen;sorpresa
excavacion;sorpresa
sobresalir;sorpresa
excitacion;sorpresa
excitar;sorpresa
emocionado;sorpresa
emocion;sorpresa
emocionante;sorpresa
exclamar;sorpresa
regocijo;sorpresa
NO TRANSLATION;sorpresa
esperar;sorpresa
experimentar;sorpresa
explotar;sorpresa
explosion;sorpresa
explosivo;sorpresa
desmayo;sorpresa
trompeteo;sorpresa
favorable;sorpresa
con miedo;sorpresa
hazaña;sorpresa
sensacion;sorpresa
festival;sorpresa
NO TRANSLATION;sorpresa
fiesta;sorpresa
finalmente;sorpresa
retroceder;sorpresa
Ligar;sorpresa
platija;sorpresa
prever;sorpresa
fortuna;sorpresa
frenetico;sorpresa
monstruoso;sorpresa
frenetico;sorpresa
susto;sorpresa
asustar;sorpresa
asustado;sorpresa
retozon;sorpresa
jugador;sorpresa
juego;sorpresa
mirar boquiabierto;sorpresa
llamativo;sorpresa
jadear;sorpresa
papar moscas;sorpresa
generosidad;sorpresa
regalo;sorpresa
luz tenue;sorpresa
glorificar;sorpresa
bendicion;sorpresa
bueno;sorpresa
bondad;sorpresa
graduacion;sorpresa
satisfacer;sorpresa
grandeza;sorpresa
saludo;sorpresa
mueca;sorpresa
adivinar;sorpresa
trago;sorpresa
NO TRANSLATION;sorpresa
angustia;sorpresa
hermafrodita;sorpresa
heroe;sorpresa
heroico;sorpresa
heroismo;sorpresa
mas alto;sorpresa
divertidisimo;sorpresa
farsa;sorpresa
santidad;sorpresa
Luna de miel;sorpresa
esperanza;sorpresa
esperanzado;sorpresa
horda;sorpresa
horror;sorpresa
aullido;sorpresa
humanitario;sorpresa
hipertrofia;sorpresa
hipotesis;sorpresa
ilegitimo;sorpresa
NO TRANSLATION;sorpresa
iluminacion;sorpresa
espejismo;sorpresa
inmediacion;sorpresa
sumergirse;sorpresa
improvisacion;sorpresa
improvisar;sorpresa
incendiario;sorpresa
incidente;sorpresa
incontinencia;sorpresa
independencia;sorpresa
inexplicable;sorpresa
infantil;sorpresa
infarto;sorpresa
infrecuente;sorpresa
herencia;sorpresa
insolvencia;sorpresa
inspirado;sorpresa
insulto;sorpresa
intenso;sorpresa
interesado;sorpresa
interesante;sorpresa
interrumpir;sorpresa
intriga;sorpresa
intruso;sorpresa
intruso;sorpresa
invadir;sorpresa
invitacion;sorpresa
atractivo;sorpresa
bote;sorpresa
imbecil;sorpresa
NO TRANSLATION;sorpresa
bromista;sorpresa
sacudida;sorpresa
jubiloso;sorpresa
aniversario;sorpresa
juicio;sorpresa
secuestrar;sorpresa
Beso;sorpresa
labor;sorpresa
mas grande;sorpresa
latente;sorpresa
risa;sorpresa
risa;sorpresa
demanda judicial;sorpresa
salir;sorpresa
sospechoso;sorpresa
ocio;sorpresa
liberar;sorpresa
liberacion;sorpresa
libertad;sorpresa
relampago;sorpresa
perder;sorpresa
encantador;sorpresa
leal;sorpresa
suerte;sorpresa
suerte;sorpresa
estocada;sorpresa
magico;sorpresa
mago;sorpresa
magnifico;sorpresa
majestuoso;sorpresa
homicidio involuntario;sorpresa
casar;sorpresa
maravilla;sorpresa
medalla;sorpresa
memorable;sorpresa
alegria;sorpresa
mimetismo;sorpresa
milagro;sorpresa
milagroso;sorpresa
mal comportamiento;sorpresa
percance;sorpresa
modificar;sorpresa
dinero;sorpresa
monstruosidad;sorpresa
moralidad;sorpresa
boca;sorpresa
asesinato;sorpresa
asesino;sorpresa
musical;sorpresa
motin;sorpresa
misterioso;sorpresa
misterio;sorpresa
mistico;sorpresa
coger;sorpresa
vil;sorpresa
recien llegado;sorpresa
anular;sorpresa
obituario;sorpresa
servicial;sorpresa
ocasional;sorpresa
rareza;sorpresa
opera;sorpresa
optimismo;sorpresa
ordalias;sorpresa
organizacion;sorpresa
originalidad;sorpresa
explosion;sorpresa
grito;sorpresa
indignante;sorpresa
atrasado;sorpresa
sobreestimar;sorpresa
palpable;sorpresa
NO TRANSLATION;sorpresa
desfile;sorpresa
paralizado;sorpresa
pacifico;sorpresa
tal vez;sorpresa
perfeccion;sorpresa
peri;sorpresa
perjurio;sorpresa
picnic;sorpresa
trampa;sorpresa
cartel;sorpresa
jugueton;sorpresa
patio de recreo;sorpresa
agradable;sorpresa
agradable;sorpresa
saquear;sorpresa
polaridad;sorpresa
popular;sorpresa
aplazamiento;sorpresa
experto;sorpresa
loable;sorpresa
broma;sorpresa
orar;sorpresa
precioso;sorpresa
prematuro;sorpresa
presente;sorpresa
preservativo;sorpresa
presto;sorpresa
pinchazo;sorpresa
principesco;sorpresa
procesion;sorpresa
competencia;sorpresa
merodear;sorpresa
puma;sorpresa
puñetazo;sorpresa
pureza;sorpresa
rapidez;sorpresa
azogue;sorpresa
citar;sorpresa
rifa;sorpresa
RAID;sorpresa
al azar;sorpresa
rapido;sorpresa
arrebatado;sorpresa
rareza;sorpresa
delirio;sorpresa
delirante;sorpresa
reaparecer;sorpresa
recepcion;sorpresa
imprudencia;sorpresa
reflejo;sorpresa
alegrarse;sorpresa
alegria;sorpresa
reavivar;sorpresa
notable;sorpresa
rescate;sorpresa
resignacion;sorpresa
venganza;sorpresa
inversion;sorpresa
revuelta;sorpresa
revolucion;sorpresa
recompensa;sorpresa
ritmico;sorpresa
enigma;sorpresa
desenfrenado;sorpresa
romance;sorpresa
ruptura;sorpresa
sabotaje;sorpresa
Smo;sorpresa
santo;sorpresa
salida;sorpresa
santificar;sorpresa
susto;sorpresa
Puntuacion;sorpresa
escorpion;sorpresa
gritar;sorpresa
chillido;sorpresa
pelea;sorpresa
secreto;sorpresa
sin sentido;sorpresa
sensual;sorpresa
romper;sorpresa
cascara;sorpresa
choque;sorpresa
espantosamente;sorpresa
compras;sorpresa
Disparo;sorpresa
gritar;sorpresa
grito;sorpresa
estridente;sorpresa
simplificar;sorpresa
particularmente;sorpresa
hermandad;sorpresa
golpe;sorpresa
bofetada;sorpresa
sacrificio;sorpresa
matanza;sorpresa
asesino;sorpresa
resbalon;sorpresa
fango;sorpresa
sonreir;sorpresa
engancharse;sorpresa
furtivo;sorpresa
estornudar;sorpresa
somatico;sorpresa
brujeria;sorpresa
spa;sorpresa
brillar;sorpresa
espectacular;sorpresa
espiritu;sorpresa
chapoteo;sorpresa
esplendido;sorpresa
esplendor;sorpresa
puñalada;sorpresa
tambalear;sorpresa
asombroso;sorpresa
asustar;sorpresa
alarmante;sorpresa
estable;sorpresa
sigilo;sorpresa
a hurtadillas;sorpresa
cauteloso;sorpresa
estrangular;sorpresa
aturdido;sorpresa
NO TRANSLATION;sorpresa
