Usuario;Caption;Likes;Imagen;Fecha
sebastianortizg;Agradecer cada mañana, Respirar profundo, sentir, pensar, valorar y aprender ..... a eso le llamo Vivir 🤟🏾 y en lo personal es demasiado #Chimba ☀️💥💥 Feliz Semana Gente ⏱;103 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/75148256_2553237078094353_581271751493053810_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=a4Ej1yfujhMAX8rEnFo&oh=b9129c915f487f612c96e61a9ba86882&oe=5E94F6DE;October 21, 2019
sebastianortizg;Tomar una gran bocanada  de aire y seguir adelante... de eso se trata la vida, superar los límites y nunca mirar atrás 🏃🏾‍♂️💥💥 #keeprunning;77 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/72235759_535572813944695_7182905019532315788_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=gNmfjCRfCikAX8JsTrD&oh=8725f3d00fbbeda38a1d72ce4db88ac7&oe=5E91B1CE;October 20, 2019
sebastianortizg;Parce no se límete a dar amor, no se limite a generar emociones y a compartirlas. El amor es gratis , aprenda a vivirlo , aprenda a sentirlo y sobre todo aprenda a darlo ❤️ #felizDia;86 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/74603525_970903313266877_3066797764663945702_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=j4ooaiAI52IAX_d1UdH&oh=88a7f4963557315bdaa2ec43fd5d3d7b&oe=5E8FBECD;October 17, 2019
sebastianortizg;Esto de ser Feliz Me gusta mucho ☀️💥🔥;77 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/70380035_135387094456947_1266520345535746694_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=dQ-qLDmS5EQAX_KcS-V&oh=1de7502d585fcdcc485c3cd9f83c9c2b&oe=5E921AEE;October 16, 2019
sebastianortizg;Parce hágalo y verá la paz que siente ahí en el corazón ❤️🤟🏾#FelizDia;92 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/70962020_138342387454760_4309440845110324258_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=o9JN3jFlf8EAX_6IO2j&oh=77b77183c344844b126f7dbf04ae7ae9&oe=5E96DDCC;October 15, 2019
sebastianortizg;Una vez más compruebo que la mente puede con todo🤟🏾Esta media marathon fue muy especial para mi, fue la primera que hago en este segundo semestre, durante los primeros 10km  tuve un Pelotón con el que me sentí muy cómodo (4:40m x Km),pero después del kilómetro 14 llego el amanecer y los fuertes Vientos los cuales me afectaron mucho durante el recorrido la humedad también tuvo su papel importante, pero bueno se logró mi objetivo, no fue el mejor tiempo (1h:49m) pero si una experiencia que jamás olvidare 💦🏃🏾‍♂️💥 #KeepRunning;159 likes;;October 13, 2019
sebastianortizg;Parce pero sígame el consejo, No se quede con la ganas 🏃🏾‍♂️💥🤟🏾;162 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/71916833_449108662628306_8208035211065697455_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=uNVqwMsXso4AX8lrkjP&oh=eec0a7e7b44ceb11dcc7b2b8aa62ee53&oe=5E967C96;October 9, 2019
sebastianortizg;Confieso que me cuesta mucho trabajo trabajar la coordinación y la técnica de atletismo, pero también se que si no soy constante con este tipo de ejercicios nunca voy a mejorar lo suficiente...El running según mi experiencia no se trata solo de salir de correr, se trata de  poner en sinergia tu mente y tu cuerpo de tal forma que el movimiento  que se produzca al momento de correr sea tan efectivo y ágil que te permita desplazarte cada vez más rápido y de una mejor forma..La repetición de este tipo de ejercicios técnicos acostumbra a nuestros músculos y articulaciones a correr de una determinada forma que a la larga nos traerá  muchos beneficios..Es importante que los ejercicios de técnica de carrera se realicen  en sesiones aisladas o justo al principio de los entrenamientos, donde no hay fatiga y se puede interiorizar y realizar correctamente cada ejercicio. Cuando se lleva un tiempo entrenando la técnica las mejoras son notorias, la constancia te hará un mejor #Runner.;;;October 8, 2019
sebastianortizg;Feliz y bonito inicio de semana para todos 🏃🏾‍♂️💥;151 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/72363463_439005576743623_1287120234675858829_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=nmLgJiHt0REAX_odELu&oh=a0c06458ccd772058537f72bc9b6eb72&oe=5E9B5880;October 7, 2019
sebastianortizg;Acostado en el asfalto después de haber terminando mi entrenamiento de hoy, solo le doy gracias a la vida porque me ha dado unas piernas para llegar a donde siempre he querido y una mente fuerte para superar todo lo que mis piernas no han querido correr 🏃🏾‍♂️💥 #KeepRunning;87 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70375239_225774331737904_5926944369605856657_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=_DPuCH14fWcAX9g7jPR&oh=5c55b556a6fd960119b00a4582134c75&oe=5E96F9E8;October 5, 2019
sebastianortizg;F e l i z V i e r n e s 🤟🏾💥;167 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/71216129_527225387845500_7199694473243899254_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=aXRddgcSVkEAX_30xVP&oh=ec2e19a532b709ade9dbbbddc5e2a389&oe=5E96BB5D;October 4, 2019
sebastianortizg;B u r n it Up 🔥🔥🔥🔥;90 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70246539_2384117831842587_2425788626037942780_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=u2G80bdvHooAX_XV1Xu&oh=2c84db636d0d3272031dd6d1d841bf0d&oe=5E9841F2;October 2, 2019
sebastianortizg;Buenos Días Gente 💥;255 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/69907986_176671573376909_6321607862512769265_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=sgHHA-lbGvsAX9qPk1m&oh=1ac2b3c093ebb3de0d0ab0848642dde6&oe=5E98E43A;September 30, 2019
sebastianortizg;Para mi lejos es un lugar en donde mis piernas no puedan Llegar 💥🏃🏾‍♂️🔥🔥#KeepRunning;91 likes;;September 27, 2019
sebastianortizg;Nada es seguro hasta qué pasa 🙋🏾‍♂️☀️💥#FelizDia;71 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/70832669_471526780371454_5591034663210366951_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=MZWC1a61-V0AX9a7cQj&oh=61a436aa79dd8d09c63e12c66e4be5c8&oe=5E939B4F;September 26, 2019
sebastianortizg;Que mires tu reflejo y veas a alguien diferente, A alguien mejor a alguien más sabrosito 🤣🤟🏾☀️..#Ph @mariianaortiz27;105 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/69869246_430777541128397_2679701302691800227_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=QaMux802hrcAX8oWj2s&oh=482326b371bd9da34b02d33f5de5d26a&oe=5E95B83B;September 25, 2019
sebastianortizg;Me pasa todo el tiempo 🏃🏾‍♂️💥 Creo que esta es siempre será la mejor mejor forma de conectarse con el corazón y de enfocar a la mente en otras cosas que verdaderamente importen en el momento ... como por ejemplo #Correr 🙋🏾‍♂️#FelizDomingo #Runners;60 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/70917783_530105574224013_5770353554453854951_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=zAhnKywLJlIAX_IYq0s&oh=bac89a2a022fd21872ade0e4bcf8a054&oe=5E98A854;September 22, 2019
sebastianortizg;Yo pienso que este ha sido uno de los días más felices de mi vida 🤣💪🏿🏃🏾‍♂️💥 #LoHiceHpta @themiamimarathon #tbt;;;September 19, 2019
sebastianortizg;"Uno de tus principales activos de los seres humanos es la Mente. 🧠.Todo ser humano  debe ser un aprendiz eterno. Cada día es una oportunidad para aprender, mejorar y crecer. Es importante trabajar  en desarrollar una mentalidad empresarial a través de hábitos como la lectura, la capacitación constante y el enrolamiento con otras personas así les aseguro que podrán mejorar las habilidades cómo líderes y gestores de empresa..Una mente sana, activa, fuerte y ejercitada, será una poderosa aliada para resolver los problemas que enfrentes en el camino..""La persona que vuelve cada noche a la cama, no puede ser la misma que salió de ella. Cada día es una oportunidad para aprender, mejorar y crecer.""...#entrepreneur #Emprendedor #Emprendimiento #miami #Startup #Business #Success #Money #Éxito #SoyEmprendedor #Emprendedores #Negocios #Emprender #LifeStyle #Finanzas #Liderazgo #Marketing #Motivación #marketing";134 likes;;September 18, 2019
sebastianortizg;Salud por los que terminaron este día con una sonrisa 😁🍻;77 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69235110_1595779187225021_8798377159885660613_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=KVS_GYa9XQ4AX-m4S-2&oh=d344fad15fd09e63265edc0c54c69c6b&oe=5E98E1B4;September 17, 2019
sebastianortizg;Se trata de hacerlo Bien ❤️🏃🏾‍♂️👌🏾 #felizSemana;273 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/69335520_1380489055432473_3885332837729545036_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UX9iLVJy7UwAX9NFpwH&oh=80bcc346a971200a80d76620f5c00842&oe=5E96A818;September 16, 2019
sebastianortizg;M i a m i V i b e s 😑☀️🌊💦;189 likes;;September 14, 2019
sebastianortizg;Bonito Fin De Semana para todos 👌🏾;100 likes;;September 13, 2019
sebastianortizg;Lugares que me llevaron a disfrutar la vida de la mejor forma #tbt #Triatlon #Running #swim;64 likes;;September 12, 2019
sebastianortizg;🏃🏾‍♂️💥💥💥;86 likes;;September 11, 2019
sebastianortizg;Lá Liberación miofascial post entrenamiento es de vital importancia en la prevención de lesiones deportivas , mejorando las condiciones físicas de tu cuerpo y aliviando tensión producidos por los estímulos de la práctica deportiva 🏃🏾‍♂️💥.@conscienciademovimiento ..The post-training myofascial release is of vital importance in the prevention of sports injuries, improving the physical conditions of your body and relieving tension produced by the stimuli of sports practice. ...#training #run #running #runhappy #runningmiami #miamirunner #miamirunners;48 likes;;September 10, 2019
sebastianortizg;Que nada le dañe su caminado 💪🏿💥💥;58 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/68952723_2484028971853792_5960020654862375462_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=aHhgDMvob1cAX99BC4X&oh=4b503872c828592c161ee3cf46c0b351&oe=5E9013BC;September 9, 2019
sebastianortizg;Salud por los que recibimos el fin de semana de esta manera 🏃🏾‍♂️🏃🏾‍♂️🏃🏾‍♂️💥....#loverunning #Miami #miamirunner #miamirunning;101 likes;;September 6, 2019
sebastianortizg;Cualquier cosa que Acelere tu corazón vale la pena hacerlo .... Correr Por ejemplo 🏃🏾‍♂️💥@  #tbt;66 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/67765238_206922516964018_5527231645327702458_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=HICkE4yJ7UwAX97UPlg&oh=f9a12753ca244d82bb1b19de3ae11493&oe=5E976B37;September 5, 2019
sebastianortizg;S t r e e t e r s.......#street #vans #oldschool #miami #miamilife;77 likes;;September 4, 2019
sebastianortizg;Que el hábito sea no dejar de hacerlo 🏃🏾‍♂️💥💥 ( Correr ) .....#runner #running #runningmiami #miamirunners #werunmiami #miami #fitnessmotivation #fitnesslife #fit;115 likes;;September 1, 2019
sebastianortizg;C u i d a t e;194 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/68885656_133242507943369_3981896288690241505_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=SNl41dyp2Y4AX9nQA6d&oh=8289182e3aadd695527f137e629d6716&oe=5E9B6578;August 31, 2019
sebastianortizg;Y es ahí en el de entendemos que la naturaleza y el ser humano pueden convivir en un mismo ecosistema, siendo conscientes de los recursos son limitados, de que las especies que nos rodean son limitadas y que si quitamos o afectamos un solo eslabón de la cadena a la que yo llamo vida, el equilibrio y todo lo que nos rodea se puede perder para siempre, es momento de actuar y de cuidar todo lo que tenemos ahora 🌎🍃🙋🏾‍♂️❤️#tbt;72 likes;;August 29, 2019
sebastianortizg;Se trata de correr por el 🌎 siempre recordando de donde eres 🇨🇴 y sobre todo para donde vas 🏃🏾‍♂️💥 Ya todo listo para sumar más KM ❤️😍#IRUN 2019-2020;30 likes;;August 28, 2019
sebastianortizg;F e l i z 🤟🏾🔥☀️ Que el ahora es el que se vive 🌊🐚;125 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69274245_500526387405455_4113111783485386144_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=YQoUAt_kC20AX-sisam&oh=bba9cc85fd9cf21cb19bd9ec211b5bf9&oe=5E9047CE;August 26, 2019
sebastianortizg;Feliz Viernes para todos 🏃🏾‍♂️💥;101 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/69163514_167284117737323_5088034890013981844_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=kDAeGvXC7wMAX8unBpK&oh=4b59610b0764a5eb1dbdb2bb8d00e171&oe=5E91C8A8;August 23, 2019
sebastianortizg;No existe mejor forma de disfrutar la vida que correr por ella 🏃🏾‍♂️💥💥💥 @sebastiansepulvedamoreno #Tbt;91 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/67309109_112672473221221_740117534133844611_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=sh-uqYoRuGIAX-Y5qYH&oh=2f3b64bcc1307daa263ba5b92fe2b725&oe=5E9276F2;August 22, 2019
sebastianortizg;Yo le llamo a esto equilibrio ? Uds creen que los seres humanos lo respetamos ??;216 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67305169_167581324401393_9093641912427426748_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=jOKlxt3iSVsAX-kIf-_&oh=d5f4f0368136e3165390902b1c0f4dda&oe=5E973E20;August 21, 2019
sebastianortizg;"«Nadie nace siendo un corredor perfecto. A medida que sumamos escalones, nos convertimos en mejores corredores. Y esa es la belleza de nuestro deporte: no hay atajos, nadie nos regala nada; ganamos cada kilómetro, y ganamos cada resultado» PM.🏃🏃🏃.#running #run #runningmotivation #runningman #runner #runforlife #runhappy #instarunners #runnersworld #marathon #runningmiami #nike #correr #training #miamimoon";132 likes;;August 21, 2019
sebastianortizg;Que chimba !!!;301 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/69830153_2492094711020485_8941891257944472483_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=AeW1HFSnkSwAX9tr3A_&oh=432373b46d1b2eeeeb85ae2176263222&oe=5EA62929;August 19, 2019
sebastianortizg;Terminar así después de un entrenamiento verdaderamente vale la pena 💪🏿🤟🏾💥🏃🏾‍♂️💥💥 #LoveRunning #Miamirun;90 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67246274_718138671941746_6753934091252494250_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=eu4DvGHV8PEAX_KoypC&oh=3fd534d287b153aa6cb9908682a6c882&oe=5E9673C5;August 17, 2019
sebastianortizg;Siempre será bueno recordar los momentos en donde se fue extremadamente Feliz 🏊🏾‍♂️🚴🏾‍♂️🏃🏾‍♂️ #Triatlon #Tbt #2018;149 likes;;August 15, 2019
sebastianortizg;Que se derrame  todo menos mi ☕️❤️😍;83 likes;;August 14, 2019
sebastianortizg;Att : El Ahora ⏱🧭🕰⏰⏲;92 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/67788163_219971078974564_778291229895677880_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=pgPHtCLWplkAX9rmdUv&oh=8bb2bacbf0f6634ba00d624967ccc926&oe=5E942647;August 13, 2019
susy_mora;Cuando no poso 📸... entonces me paro como una niña chiquita! Así. 👣•Cambiando de tema...y lugar 🙄, este fin de semana en la EXPO de @rnrmedellin los quiero invitar a conocer la Nueva Colección de @suarezclothing de RUNNING! 🔥💥🔝;3,663 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/87543806_205854363808450_8820706073035014706_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=4nHwDrRWkqYAX-QoFHB&oh=0cb436ca3c7f4781b4365f4b4c7fa870&oe=5E9247DF;3 days ago
susy_mora;💥 Power our Passion ♥️🎧... sin darnos cuenta, estamos armando entre todos una muy buena playlist para @rnrmedellin y todo por una sola razón: MUCHOS quieren correr con @jaybirdsport 🤘🏼 ¿Qué tal si la subo en Spotify?•Recuerden que voy a sortear unos Jaybird VISTA y las condiciones son las siguientes:1️⃣ Estar inscrito en cualquier distancia a Rock n’ Roll Half Marathon Medellín.2️⃣ Completar el registro en el link que sale en mis historias (Revisen el highlight de ¡Concursos!)3️⃣ Subir una historia a instagram, utilizando la herramienta de MUSIC mostrando su Power Song para correr! Deben mencionarme y a @jaybirdsport.4️⃣ Tienen plazo hasta el 4 de marzo. El 5 de marzo a través de una ruleta virtual, hacemos el sorteo.•@jaybirdsport #EarthProof #BenditaPasion #RunnerSusy [📸 Ph. por el maravilloso @juanlacentral];5,943 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/87572208_1296408990747355_2355751046410523255_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=NAlXpXAsjyMAX-pDlNO&oh=24bf72ebb896e5f32034f4baabe4d1f3&oe=5E964C00;March 1
susy_mora;Por aquí así... siendo casual 📸🔥 Bueno, a veces vale la pena entrar tu otra piel! 🖤;7,067 likes;;February 27
susy_mora;Cuando llegas al final de un camino, entonces vale la pena mirar atrás y ver lo que recorriste... 💜🚴🏼‍♀️ En este 2020 dejo de acumular kilómetros con @livcyclingcolombia y solo puedo recordar con cariño que mis primeros pasos en este maravilloso deporte fueron al lado de esta marca! 👶🏼👣•Desde mi primera subida a Patios, aprender a “desenchoclar”, hacer mi primer Ironman 70.3 en Cartagena, pasando por muchos entrenamientos y paisajes con #LIVingConTomasa, un Ironman 70.3 en Lima, recibiendo a #LIVingConDoñaDolores para “rompernos el C$%l@“ en el Ironman 70.3 BsAs, completar el Ironman 70.3 Manta, miles de kilómetros, muchos entrenamientos indoor, hasta mi primer Tri SAI con #LIVingConDoñaNieves y muchos paseos en carro!... 💫🌍🌪 El infinito y más allá. Metas alcanzadas, frustraciones superadas y sueños cumplidos. ¡Gracias por rodar conmigo! 🙌🏼;3,119 likes;;February 24
susy_mora;Hay fotos de fotos... 📸 pero las más especiales son en las que nos vemos completamente reflejados! 🖤 Los que me conocen, se que pueden verme aquí ⭐️ Ustedes siempre, por siempre y para siempre @josesarmiento & @juanissm! ✌🏼;5,899 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/84108055_134727344692954_4148072444373900915_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Q4u_kmdCsp8AX93nf7d&oh=7a62d2a19ebf9db0672eebb3e17b2cb3&oe=5E927B09;February 11
susy_mora;Quiero ser siempre esta que veo en la foto... 📸🖤✌🏼 Pase lo que pase, tu siempre me ves con tu cámara @josesarmiento y tu me conoces como si fuera tu hermana @juanissm ❤️ ¡No me canso de decirles que LOS AMO y amo su talento!;7,814 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/83279243_164895128273708_4548562942563143721_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=D5vqGbymtx8AX8DAkf2&oh=d25efb9d39447aa81f06562c4dc41c36&oe=5E966EC3;February 7
susy_mora;Vamos a jugar con las manos un rato... 🙌🏼📷🆘 @josesarmiento @juanissm [Los amo, y que gracias por alcahuetearme las fotos en el momento indicado] ❤️;4,539 likes;;February 3
susy_mora;"Mi receta para este año será combinar mis PASIONES... 🔒🖤🐴 Hasta en la ropa; con breeches, botas y camiseta de Swim-Bike-Run Club 💥 @gridrunning [Todo por sonreír y volver a vibrar con lo que siempre has amado] 🙌🏼 #BenditaPasion";3,266 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/81706185_119321329608893_8724753452490978632_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=VTB9SXvmKqsAX-PBrPk&oh=69f8e60c7e9075769f36b0935b92a4c9&oe=5E95934C;January 27
susy_mora;Pronto vamos a RODAR... 🖤 ¿Pero juntos, si? 🚴🏽‍♂️🚴🏼🚴🏼‍♀️ Ya es hora de ponernos serios con los planes para este 2020, alinear metas y fijar objetivos! 🙌🏼 ¿Qué carreras tienen vistas para este año? 👇🏼 Cuenten!•Mis primeros cuatro meses serán así: 1️⃣🇺🇸 [Media Maratón] @themiamimarathon, 2️⃣🇨🇴 [Media Maratón] @rnrmedellin y 3️⃣🇲🇽 Probablemente mi primer Triatlón de Media Distancia llegue a finales de abril con una carrera en Cancún y @challengefamily! 💥 #BenditaPasion;2,713 likes;;January 17
susy_mora;BANG 🤘🏼💥 “Tu vida: tu mejor obra de arte”...Eso dice y yo me lo voy a creer! 🌈 Muchos murales, colores, historias y sabores en un día de turista en mi propia ciudad! ❤️ Sencillamente VIDA!;4,582 likes;;January 7
susy_mora;Entrepiernada con este... 🐄❤️ Quédate con quien te mire así [PD: Pero por favor que no sea de la misma especie] 🙈;3,195 likes;;December 26, 2019
susy_mora;Merry Xmas to you all 🎄🌟 Sin duda este año lo que recibí en el árbol [de mi vida] fueron lecciones empacadas en formas que nunca imaginé que tendría que recibir... ❤️ Pero al final, todos fueron regalos para enseñarme a brillar... y ¡Joder! Sí que me enseñaron 🙌🏼•Dear Universe, thanks for my family. They’re a treasure 🎁 @betomora703 @aliciamora & missing @felipemorac!;6,524 likes;;December 24, 2019
susy_mora;Back to basics 🐠🤓... y a la tragadera de agua, porque no hay otra forma de aprender a nadar! 💦•Gracias por los 1,000m de patada lateral @s_gomez_a 🙄 #BenditaPasion #SwimmingSusy 💚 [Somos el club del snorkel camuflado @maria_ester_lopez @vanee__morales @mariajosebermudezj];2,887 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/79771519_437567080531511_9076485743532390098_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=jm3hVoRe944AX--SGMt&oh=326dd9835efa979b47a835a8ff152a1d&oe=5E9ABE87;December 23, 2019
susy_mora;NEMO 101 🐳🐠 Bienvenidas las clases de técnica los viernes y las tragadas de agua con el snorkel!...💦 Coming back with baby steps 👶🏻 [Que lo diga mi vestido de baño de Mickey y mis crocs llenos de muñequitos] 🐭🖤 #BenditaPasion #SwimmingSusy•Y lo más importante, rodeada de personas maravillosas que han sido regalitos de la vida de por estos días! 🙌🏼;6,847 likes;;December 20, 2019
susy_mora;El universo es increíble y llega a nosotros con mensajes impecables... 🪐⭐️💫 Mis flores de ALELÍ 🌸 Cuando tenía como 8 años mi abuela me regaló un escrito que decía: “Susana significa Flor de Alelí”, hace 1 año me las tatué y en este viaje las vi por primera vez en mi vida y me las llevé para siempre! 🙌🏼 My Paradise @casacoraje 🌴;7,852 likes;;December 19, 2019
susy_mora;Member of: SWIM - BIKE - RUN Club 🖤🔥💣 ... & let’s quote the creator: “Life isn't divided, we want to represent what we breath, what we do and what we accomplish”. 🤘🏼 @gridrunning #GridRunning;7,255 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/76700161_2401583116619007_4487397233465582715_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=6B7a-Nr7m2QAX96Byar&oh=518f1534fdc013b9de27db54102291c3&oe=5E934CB9;December 18, 2019
susy_mora;Llegue a este lugar a FLOTAR en el espacio y el tiempo... 🌟🍃🐚 Agarra tu neumático, camina en la Sierra y viaja un par de horas en el Río Palomino hasta el Mar 🌊 ¡Quiero volver @casacoraje pero YA!;4,200 likes;;December 16, 2019
susy_mora;Vamos a caminar con CORAJE, en la playa y en el camino de todos los días...🍃🌴🌊 Mi @natybotero y yo buscando la luz esta mañana, pero a este lugar LE SOBRA! 🌟...Todo dorado en esta foto @corajeshop 🍂;10,082 likes;;December 14, 2019
susy_mora;Ser inteligente es muchas veces ver tu reflejo y obligarte a mirar dentro... 🖤 Comprender donde te detuvo la vida, para completar un proceso y volver al punto de partida totalmente transformada... 🌴 Procesar el por qué y estar CONTIGO te hace alguien #Smarter 🌖 Ya volverán las sesiones de entrenamiento, la bici, la ruta, la piscina, los ejercicios de técnica, los kilómetros y las carreras... 🏊🏼‍♀️🚴🏼‍♀️🏃🏼‍♀️ Por ahora: respirar ¡Vamos 2020! 🙌🏼 @lenovocolombia;10,097 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/78817318_163142071599748_7703127278841798582_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=DKaAd3qP5icAX8Xpr9k&oh=d50dc2990aa02aed966f5c7ed1e2e085&oe=5E9B9A43;December 11, 2019
susy_mora;[Let’s do it again] 🌪 Ponerse bonita, bailar y cantar... y siempre que sea para el ALMA 😈🎉🖤 ¡Celebramos 5 años de @rollingstonecolombia con unos maravillosos #RawSessions! 💣 #InspiraTuMomento•Fotos por el maravilloso y paciente @jorgescobarph mientras cantaba a grito herido con @superlitio y @ninarodriguezmusica 🎤 y mi look on point de @seta_apparel que es DEMASIADO🤘🏼 #LookSusyMora;4,401 likes;;December 6, 2019
susy_mora;[Be Relentless] 🖤 Aprender a ser implacable con algunas cosas muy importantes, quizá JAMÁS negociables en la vida y el resto que importe un...🍑 ¡Siempre tú @josesarmiento!;7,140 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/75243086_135174924577146_4551825038637881253_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=IJPsd8Q7HaQAX-3zCpO&oh=96d09dc1d63edc81a9cd9be3729b392e&oe=5E9C6784;December 4, 2019
susy_mora;Esa que no te pueden volver a quitar: la sonrisa. Tu sonrisa. Tu brillo. Tu fuerza. Tu poder. 🖤⭐️;5,255 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/72297385_765543733909492_8710300607486060096_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=8LEVPFlfm-0AX_5eT60&oh=2ad8e4c02a4d5fee1cab4ad16cbdfc95&oe=5E9B4F35;December 3, 2019
